disk_idx,hole_idx,side,x_m,y_m,z_m
20,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
20,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
20,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
20,5,prox,0.0011465550000000003,0.019918584,0.0115
20,5,dist,0.029661330999999996,0.019918584,0.0115
20,6,prox,0.0011465550000000003,-0.019918584,0.0115
20,6,dist,0.029661330999999996,-0.019918584,0.0115
20,7,prox,0.0011465550000000003,0.019918584,-0.0115
20,7,dist,0.029661330999999996,0.019918584,-0.0115
20,8,prox,0.0011465550000000003,-0.019918584,-0.0115
20,8,dist,0.029661330999999996,-0.019918584,-0.0115
21,1,prox,0.007275,0.019986999999999998,-0.0115
21,1,dist,0.035789,0.019986999999999998,-0.0115
21,2,prox,0.007275,0.019986999999999998,0.0115
21,2,dist,0.035789,0.019986999999999998,0.0115
21,11,prox,0.007275,-0.019986999999999998,-0.0115
21,11,dist,0.035789,-0.019986999999999998,-0.0115
21,12,prox,0.007275,-0.019986999999999998,0.0115
21,12,dist,0.035789,-0.019986999999999998,0.0115
21,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
21,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
21,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
21,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
21,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
21,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
21,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
21,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
21,5,prox,0.004210555,0.0115,-0.019918584
21,5,dist,0.032725330999999996,0.0115,-0.019918584
21,6,prox,0.004210555,0.0115,0.019918584
21,6,dist,0.032725330999999996,0.0115,0.019918584
21,7,prox,0.004210555,-0.0115,-0.019918584
21,7,dist,0.032725330999999996,-0.0115,-0.019918584
21,8,prox,0.004210555,-0.0115,0.019918584
21,8,dist,0.032725330999999996,-0.0115,0.019918584
22,1,prox,0.004211,0.011568,0.019919
22,1,dist,0.032725000000000004,0.011568,0.019919
22,2,prox,0.004211,-0.011568,0.019919
22,2,dist,0.032725000000000004,-0.011568,0.019919
22,11,prox,0.004211,0.011568,-0.019919
22,11,dist,0.032725000000000004,0.011568,-0.019919
22,12,prox,0.004211,-0.011568,-0.019919
22,12,dist,0.032725000000000004,-0.011568,-0.019919
22,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
22,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
22,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
22,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
22,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
22,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
22,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
22,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
22,5,prox,0.0011465550000000003,0.019918584,0.0115
22,5,dist,0.029661330999999996,0.019918584,0.0115
22,6,prox,0.0011465550000000003,-0.019918584,0.0115
22,6,dist,0.029661330999999996,-0.019918584,0.0115
22,7,prox,0.0011465550000000003,0.019918584,-0.0115
22,7,dist,0.029661330999999996,0.019918584,-0.0115
22,8,prox,0.0011465550000000003,-0.019918584,-0.0115
22,8,dist,0.029661330999999996,-0.019918584,-0.0115
23,1,prox,0.007275,0.019986999999999998,-0.0115
23,1,dist,0.035789,0.019986999999999998,-0.0115
23,2,prox,0.007275,0.019986999999999998,0.0115
23,2,dist,0.035789,0.019986999999999998,0.0115
23,11,prox,0.007275,-0.019986999999999998,-0.0115
23,11,dist,0.035789,-0.019986999999999998,-0.0115
23,12,prox,0.007275,-0.019986999999999998,0.0115
23,12,dist,0.035789,-0.019986999999999998,0.0115
23,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
23,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
23,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
23,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
23,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
23,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
23,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
23,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
23,5,prox,0.004210555,0.0115,-0.019918584
23,5,dist,0.032725330999999996,0.0115,-0.019918584
23,6,prox,0.004210555,0.0115,0.019918584
23,6,dist,0.032725330999999996,0.0115,0.019918584
23,7,prox,0.004210555,-0.0115,-0.019918584
23,7,dist,0.032725330999999996,-0.0115,-0.019918584
23,8,prox,0.004210555,-0.0115,0.019918584
23,8,dist,0.032725330999999996,-0.0115,0.019918584
24,1,prox,0.004211,0.011568,0.019919
24,1,dist,0.032725000000000004,0.011568,0.019919
24,2,prox,0.004211,-0.011568,0.019919
24,2,dist,0.032725000000000004,-0.011568,0.019919
24,11,prox,0.004211,0.011568,-0.019919
24,11,dist,0.032725000000000004,0.011568,-0.019919
24,12,prox,0.004211,-0.011568,-0.019919
24,12,dist,0.032725000000000004,-0.011568,-0.019919
24,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
24,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
24,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
24,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
24,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
24,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
24,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
24,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
24,5,prox,0.0011465550000000003,0.019918584,0.0115
24,5,dist,0.029661330999999996,0.019918584,0.0115
24,6,prox,0.0011465550000000003,-0.019918584,0.0115
24,6,dist,0.029661330999999996,-0.019918584,0.0115
24,7,prox,0.0011465550000000003,0.019918584,-0.0115
24,7,dist,0.029661330999999996,0.019918584,-0.0115
24,8,prox,0.0011465550000000003,-0.019918584,-0.0115
24,8,dist,0.029661330999999996,-0.019918584,-0.0115
25,1,prox,0.007275,0.019986999999999998,-0.0115
25,1,dist,0.035789,0.019986999999999998,-0.0115
25,2,prox,0.007275,0.019986999999999998,0.0115
25,2,dist,0.035789,0.019986999999999998,0.0115
25,11,prox,0.007275,-0.019986999999999998,-0.0115
25,11,dist,0.035789,-0.019986999999999998,-0.0115
25,12,prox,0.007275,-0.019986999999999998,0.0115
25,12,dist,0.035789,-0.019986999999999998,0.0115
25,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
25,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
25,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
25,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
25,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
25,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
25,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
25,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
25,5,prox,0.004210555,0.0115,-0.019918584
25,5,dist,0.032725330999999996,0.0115,-0.019918584
25,6,prox,0.004210555,0.0115,0.019918584
25,6,dist,0.032725330999999996,0.0115,0.019918584
25,7,prox,0.004210555,-0.0115,-0.019918584
25,7,dist,0.032725330999999996,-0.0115,-0.019918584
25,8,prox,0.004210555,-0.0115,0.019918584
25,8,dist,0.032725330999999996,-0.0115,0.019918584
26,1,prox,0.004211,0.011568,0.019919
26,1,dist,0.032725000000000004,0.011568,0.019919
26,2,prox,0.004211,-0.011568,0.019919
26,2,dist,0.032725000000000004,-0.011568,0.019919
26,11,prox,0.004211,0.011568,-0.019919
26,11,dist,0.032725000000000004,0.011568,-0.019919
26,12,prox,0.004211,-0.011568,-0.019919
26,12,dist,0.032725000000000004,-0.011568,-0.019919
26,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
26,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
26,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
26,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
26,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
26,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
26,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
26,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
26,5,prox,0.0011465550000000003,0.019918584,0.0115
26,5,dist,0.029661330999999996,0.019918584,0.0115
26,6,prox,0.0011465550000000003,-0.019918584,0.0115
26,6,dist,0.029661330999999996,-0.019918584,0.0115
26,7,prox,0.0011465550000000003,0.019918584,-0.0115
26,7,dist,0.029661330999999996,0.019918584,-0.0115
26,8,prox,0.0011465550000000003,-0.019918584,-0.0115
26,8,dist,0.029661330999999996,-0.019918584,-0.0115
27,1,prox,0.007275,0.019986999999999998,-0.0115
27,1,dist,0.035789,0.019986999999999998,-0.0115
27,2,prox,0.007275,0.019986999999999998,0.0115
27,2,dist,0.035789,0.019986999999999998,0.0115
27,11,prox,0.007275,-0.019986999999999998,-0.0115
27,11,dist,0.035789,-0.019986999999999998,-0.0115
27,12,prox,0.007275,-0.019986999999999998,0.0115
27,12,dist,0.035789,-0.019986999999999998,0.0115
27,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
27,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
27,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
27,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
27,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
27,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
27,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
27,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
27,5,prox,0.004210555,0.0115,-0.019918584
27,5,dist,0.032725330999999996,0.0115,-0.019918584
27,6,prox,0.004210555,0.0115,0.019918584
27,6,dist,0.032725330999999996,0.0115,0.019918584
27,7,prox,0.004210555,-0.0115,-0.019918584
27,7,dist,0.032725330999999996,-0.0115,-0.019918584
27,8,prox,0.004210555,-0.0115,0.019918584
27,8,dist,0.032725330999999996,-0.0115,0.019918584
28,1,prox,0.004211,0.011568,0.019919
28,1,dist,0.032725000000000004,0.011568,0.019919
28,2,prox,0.004211,-0.011568,0.019919
28,2,dist,0.032725000000000004,-0.011568,0.019919
28,11,prox,0.004211,0.011568,-0.019919
28,11,dist,0.032725000000000004,0.011568,-0.019919
28,12,prox,0.004211,-0.011568,-0.019919
28,12,dist,0.032725000000000004,-0.011568,-0.019919
28,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
28,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
28,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
28,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
28,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
28,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
28,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
28,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
28,5,prox,0.0011465550000000003,0.019918584,0.0115
28,5,dist,0.029661330999999996,0.019918584,0.0115
28,6,prox,0.0011465550000000003,-0.019918584,0.0115
28,6,dist,0.029661330999999996,-0.019918584,0.0115
28,7,prox,0.0011465550000000003,0.019918584,-0.0115
28,7,dist,0.029661330999999996,0.019918584,-0.0115
28,8,prox,0.0011465550000000003,-0.019918584,-0.0115
28,8,dist,0.029661330999999996,-0.019918584,-0.0115
29,1,prox,0.007275,0.019986999999999998,-0.0115
29,1,dist,0.035789,0.019986999999999998,-0.0115
29,2,prox,0.007275,0.019986999999999998,0.0115
29,2,dist,0.035789,0.019986999999999998,0.0115
29,11,prox,0.007275,-0.019986999999999998,-0.0115
29,11,dist,0.035789,-0.019986999999999998,-0.0115
29,12,prox,0.007275,-0.019986999999999998,0.0115
29,12,dist,0.035789,-0.019986999999999998,0.0115
29,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
29,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
29,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
29,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
29,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
29,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
29,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
29,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
29,5,prox,0.004210555,0.0115,-0.019918584
29,5,dist,0.032725330999999996,0.0115,-0.019918584
29,6,prox,0.004210555,0.0115,0.019918584
29,6,dist,0.032725330999999996,0.0115,0.019918584
29,7,prox,0.004210555,-0.0115,-0.019918584
29,7,dist,0.032725330999999996,-0.0115,-0.019918584
29,8,prox,0.004210555,-0.0115,0.019918584
29,8,dist,0.032725330999999996,-0.0115,0.019918584
30,1,prox,0.004211,0.011568,0.019919
30,1,dist,0.032725000000000004,0.011568,0.019919
30,2,prox,0.004211,-0.011568,0.019919
30,2,dist,0.032725000000000004,-0.011568,0.019919
30,11,prox,0.004211,0.011568,-0.019919
30,11,dist,0.032725000000000004,0.011568,-0.019919
30,12,prox,0.004211,-0.011568,-0.019919
30,12,dist,0.032725000000000004,-0.011568,-0.019919
30,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
30,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
30,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
30,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
30,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
30,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
30,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
30,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
30,5,prox,0.0011465550000000003,0.019918584,0.0115
30,5,dist,0.029661330999999996,0.019918584,0.0115
30,6,prox,0.0011465550000000003,-0.019918584,0.0115
30,6,dist,0.029661330999999996,-0.019918584,0.0115
30,7,prox,0.0011465550000000003,0.019918584,-0.0115
30,7,dist,0.029661330999999996,0.019918584,-0.0115
30,8,prox,0.0011465550000000003,-0.019918584,-0.0115
30,8,dist,0.029661330999999996,-0.019918584,-0.0115
